ranking,,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
106,gastroenterology-hepatology,93,Zhejiang University,China,Hangzhou,48.1,70.7,"44,636",https://www.usnews.com/education/best-global-universities/zhejiang-university-504773
107,gastroenterology-hepatology,37,Monash University,Australia,Clayton,48,77,"58,725",https://www.usnews.com/education/best-global-universities/monash-university-500301
108,gastroenterology-hepatology,55,Ohio State University,United States,Columbus,48,74.4,"55,814",https://www.usnews.com/education/best-global-universities/ohio-state-university-204796
109,gastroenterology-hepatology,143,Autonomous University of Barcelona,Spain,Barcelona,47.6,66.8,"31,933",https://www.usnews.com/education/best-global-universities/autonomous-university-of-barcelona-505700
110,gastroenterology-hepatology,"1,389",Naval Medical University,China,Shanghai,47.3,30.3,N/A,https://www.usnews.com/education/best-global-universities/naval-medical-university-505505
111,gastroenterology-hepatology,74,Leiden University,Netherlands,Leiden,47.1,72.8,N/A,https://www.usnews.com/education/best-global-universities/leiden-university-503069
112,gastroenterology-hepatology,"1,163",Kindai University (Kinki University),Japan,Higashiosaka,46.2,35,N/A,https://www.usnews.com/education/best-global-universities/kindai-university-kinki-university-505855
113,gastroenterology-hepatology,79,Technical University of Munich,Germany,Munich,45.7,72.6,"33,960",https://www.usnews.com/education/best-global-universities/technical-university-of-munich-503109
114,gastroenterology-hepatology,185,University of Naples Federico II,Italy,Naples,44.9,63.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-naples-federico-ii-505539
115,gastroenterology-hepatology,78,Vanderbilt University,United States,Nashville,44.9,72.7,N/A,https://www.usnews.com/education/best-global-universities/vanderbilt-university-221999
116,gastroenterology-hepatology,835,Yokohama City University,Japan,Yokohama,44.9,42.3,N/A,https://www.usnews.com/education/best-global-universities/yokohama-city-university-529035
117,gastroenterology-hepatology,87,Free University of Berlin,Germany,Berlin,44.6,71.7,"36,792",https://www.usnews.com/education/best-global-universities/free-university-of-berlin-502084
118,gastroenterology-hepatology,250,University of Florence,Italy,Florence,44.6,60.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-florence-501033
119,gastroenterology-hepatology,138,University of Bonn,Germany,Bonn,44.3,67,"27,210",https://www.usnews.com/education/best-global-universities/university-of-bonn-504578
120,gastroenterology-hepatology,57,University of Minnesota Twin Cities,United States,Minneapolis,43.8,74.3,"45,276",https://www.usnews.com/education/best-global-universities/university-of-minnesota-twin-cities-174066
121,gastroenterology-hepatology,152,Case Western Reserve University,United States,Cleveland,43.6,66.1,"10,953",https://www.usnews.com/education/best-global-universities/case-western-reserve-university-201645
122,gastroenterology-hepatology,372,University of Manitoba,Canada,Winnipeg,43.6,55.2,"29,561",https://www.usnews.com/education/best-global-universities/university-of-manitoba-503954
123,gastroenterology-hepatology,261,Dartmouth College,United States,Hanover,43.2,60.1,"6,440",https://www.usnews.com/education/best-global-universities/dartmouth-college-182670
124,gastroenterology-hepatology,95,Ghent University,Belgium,Gent,43.2,70.6,"39,437",https://www.usnews.com/education/best-global-universities/ghent-university-506883
125,gastroenterology-hepatology,150,Wuhan University,China,Wuhan,43.1,66.2,N/A,https://www.usnews.com/education/best-global-universities/wuhan-university-503252
126,gastroenterology-hepatology,61,Humboldt University of Berlin,Germany,Berlin,43,74,"34,399",https://www.usnews.com/education/best-global-universities/humboldt-university-of-berlin-506698
127,gastroenterology-hepatology,263,Sungkyunkwan University (SKKU),South Korea,Seoul,42.9,60,"23,399",https://www.usnews.com/education/best-global-universities/sungkyunkwan-university-skku-500193
128,gastroenterology-hepatology,31,New York University,United States,New York City,42.7,78.5,"36,337",https://www.usnews.com/education/best-global-universities/new-york-university-193900
129,gastroenterology-hepatology,389,Universite de Lille,France,Lille,42.7,54.8,N/A,https://www.usnews.com/education/best-global-universities/universite-de-lille-529680
130,gastroenterology-hepatology,884,Capital Medical University,China,Beijing,42.5,41.2,N/A,https://www.usnews.com/education/best-global-universities/capital-medical-university-504555
131,gastroenterology-hepatology,219,University of Pisa,Italy,Pisa,42.5,61.9,"34,459",https://www.usnews.com/education/best-global-universities/university-of-pisa-501006
132,gastroenterology-hepatology,241,Hebrew University of Jerusalem,Israel,Jerusalem,42.3,60.9,"16,362",https://www.usnews.com/education/best-global-universities/hebrew-university-of-jerusalem-500554
133,gastroenterology-hepatology,253,University of Miami,United States,Coral Gables,42,60.5,"17,047",https://www.usnews.com/education/best-global-universities/university-of-miami-135726
134,gastroenterology-hepatology,203,University of Cincinnati,United States,Cincinnati,40.9,62.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-cincinnati-201885
135,gastroenterology-hepatology,109,University of Geneva,Switzerland,Geneva,40.9,69.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-geneva-504635
136,gastroenterology-hepatology,106,Radboud University Nijmegen,Netherlands,Nijmegen,40.8,69.4,"21,979",https://www.usnews.com/education/best-global-universities/radboud-university-nijmegen-501519
137,gastroenterology-hepatology,35,University of British Columbia,Canada,Vancouver,40.6,77.5,"58,590",https://www.usnews.com/education/best-global-universities/university-of-british-columbia-499976
138,gastroenterology-hepatology,346,Leipzig University,Germany,Leipzig,40.4,56.2,N/A,https://www.usnews.com/education/best-global-universities/leipzig-university-503504
139,gastroenterology-hepatology,178,Aix-Marseille Universite,France,Marseille,40.1,64.1,"70,054",https://www.usnews.com/education/best-global-universities/aix-marseille-universite-528917
140,gastroenterology-hepatology,667,Hiroshima University,Japan,Hiroshima,39.8,46.5,"14,612",https://www.usnews.com/education/best-global-universities/hiroshima-university-502589
141,gastroenterology-hepatology,349,Kyushu University,Japan,Fukuoka,39.6,56.1,N/A,https://www.usnews.com/education/best-global-universities/kyushu-university-505482
142,gastroenterology-hepatology,67,University of Zurich,Switzerland,Zurich,39.4,73.3,"25,255",https://www.usnews.com/education/best-global-universities/university-of-zurich-505287
143,gastroenterology-hepatology,120,Universidade de Sao Paulo,Brazil,Sao Paulo,39.2,68.5,"82,010",https://www.usnews.com/education/best-global-universities/universidade-de-sao-paulo-500437
144,gastroenterology-hepatology,215,University of Ottawa,Canada,Ottawa,39.2,62.2,"36,670",https://www.usnews.com/education/best-global-universities/university-of-ottawa-499972
145,gastroenterology-hepatology,517,Keio University,Japan,Tokyo,38.4,50.6,N/A,https://www.usnews.com/education/best-global-universities/keio-university-500715
146,gastroenterology-hepatology,160,University of Alabama Birmingham,United States,Birmingham (U.S.),38.4,65.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-alabama-birmingham-100663
147,gastroenterology-hepatology,653,Semmelweis University,Hungary,Budapest,38.3,46.8,"9,860",https://www.usnews.com/education/best-global-universities/semmelweis-university-502811
148,gastroenterology-hepatology,"1,489",Teikyo University,Japan,Tokyo,38,28,N/A,https://www.usnews.com/education/best-global-universities/teikyo-university-529123
149,gastroenterology-hepatology,554,Universita della Campania Vanvitelli,Italy,Caserta,37.5,49.5,N/A,https://www.usnews.com/education/best-global-universities/universita-della-campania-vanvitelli-529545
150,gastroenterology-hepatology,267,Aalborg University,Denmark,Aalborg,37.2,59.8,"16,818",https://www.usnews.com/education/best-global-universities/aalborg-university-501276
151,gastroenterology-hepatology,"1,208",Kaohsiung Medical University,Taiwan,Kaohsiung City,36.6,34.2,"6,490",https://www.usnews.com/education/best-global-universities/kaohsiung-medical-university-505935
152,gastroenterology-hepatology,"1,291",Wenzhou Medical University,China,Wenzhou,36.5,32.3,N/A,https://www.usnews.com/education/best-global-universities/wenzhou-medical-university-529262
153,gastroenterology-hepatology,182,University of Lausanne,Switzerland,Lausanne,36.4,63.9,"13,402",https://www.usnews.com/education/best-global-universities/university-of-lausanne-505144
154,gastroenterology-hepatology,209,Central South University,China,Changsha,36.2,62.5,"56,344",https://www.usnews.com/education/best-global-universities/central-south-university-501467
155,gastroenterology-hepatology,256,University of Erlangen Nuremberg,Germany,Erlangen,36.2,60.3,"33,777",https://www.usnews.com/education/best-global-universities/university-of-erlangen-nuremberg-504002
156,gastroenterology-hepatology,"1,113",Air Force Military Medical University,China,Xi'an,34.9,36.3,N/A,https://www.usnews.com/education/best-global-universities/air-force-military-medical-university-506665
157,gastroenterology-hepatology,36,University of Queensland,Australia,Brisbane,34.6,77.2,"41,372",https://www.usnews.com/education/best-global-universities/university-of-queensland-500164
158,gastroenterology-hepatology,"1,180",Tokyo Medical University,Japan,Tokyo,33.9,34.7,N/A,https://www.usnews.com/education/best-global-universities/tokyo-medical-university-529058
159,gastroenterology-hepatology,286,Tohoku University,Japan,Sendai,33.6,59,"17,812",https://www.usnews.com/education/best-global-universities/tohoku-university-500862
160,gastroenterology-hepatology,736,Nanjing Medical University,China,Gulou,33.3,44.7,"19,277",https://www.usnews.com/education/best-global-universities/nanjing-medical-university-500938
161,gastroenterology-hepatology,314,Vita-Salute San Raffaele University,Italy,Milan,33.1,57.7,N/A,https://www.usnews.com/education/best-global-universities/vita-salute-san-raffaele-university-501347
162,gastroenterology-hepatology,304,Sichuan University,China,Chengdu,33,58.1,"49,543",https://www.usnews.com/education/best-global-universities/sichuan-university-506145
